,1,2,3,4,5
0,0.0011923386801034213,0.0,0.0,0.0,0.0
1,0.0009772990096360444,0.0,0.0,0.0,0.0
2,0.0007326131911948323,0.0,0.0,0.0,0.0
3,0.0006019028162583709,0.0,0.0,0.0,0.0
4,0.0004926283666864037,0.0,0.0,0.0,0.0
5,0.0006723260229453444,0.000718476586882025,0.0,0.0,0.0
6,0.0008510434111580253,0.0005587220681831241,0.0,0.0,0.0
7,0.0008885628500953317,0.00046043082498945295,0.0,0.0,0.0
8,0.001126614662632346,0.00042795380633324384,0.0,0.0,0.0
9,0.001083848998695612,0.00038866163864731786,0.0,0.0,0.0
10,0.0014709388047456742,0.0008437605584040285,0.0005940615299157799,0.0,0.0
11,0.0018784618571400643,0.0009492340341210365,0.0004754681922495365,0.0,0.0
12,0.0022689282104372977,0.001037907861918211,0.00038818136281333865,0.0,0.0
13,0.002587984851002693,0.0012477488540112971,0.0003786372217582539,0.0,0.0
14,0.0034048682808876037,0.0015341000400483607,0.0003665362270316109,0.0,0.0
15,0.0021463764637708665,0.0014354488141834737,0.0007789813401177525,0.0005772198750637472,0.0
16,0.0023370123490691185,0.0017907948218286037,0.0008950154185295105,0.00046583474511280656,0.0
17,0.0026839362949132918,0.0018586589753627778,0.001008997894078493,0.0004078498997259885,0.0
18,0.00229957515001297,0.0017971340000629424,0.0008734920255839824,0.000376718174200505,0.0
19,0.0026152763783931733,0.0019237903073430062,0.0009574385702610016,0.00032482279839459805,0.0
20,0.0036883740097284315,0.0030869191795587538,0.0020329146087169647,0.0005361429942771792,0.0005338291706517338
21,0.003905622774362564,0.0035957759708166123,0.0021476605951786043,0.0005441010394133627,0.0004430552068166435
22,0.0033814003765583038,0.004312242639064789,0.0023151245176792146,0.0006420471930876374,0.0004165471656247973
23,0.003952804267406464,0.004735614496469497,0.002766717627644539,0.0006763543732464314,0.000366776429861784
24,0.003960479718446731,0.0051575703561306,0.002429765874147415,0.0007059565592557192,0.00035135829739738256
